# fpga_nets.tsv — FPGA net name / annotation table for awto-2000 (Hantek 2D82AUTO)
#
# PURPOSE
#   Human-maintained source of truth for FPGA net names, replacing auto-generated clk_N placeholders.
#   Loaded by load.py during rebuild → populates net_names table → used by chains.py / report2.py.
#   Same pattern as ghidra_names.tsv for firmware: edit here, run ./scripts/rebuild, names appear everywhere.
#
# CONFIDENCE LEVELS — mandatory, read by all tooling and AI agents
#   confirmed   Derived directly from bitstream, schematic, or physical measurement. Trust completely.
#   inferred    Strong structural reasoning (spatial proximity, fanout pattern, known subsystem).
#               Likely correct but not verified. AI-generated entries start here at best.
#   speculative An educated guess. Could be wrong. Do not act on this without independent verification.
#
# NAMING CONVENTION
#   Clock nets:  clk_<domain>_<function>
#     domain:    h0=HPBX0000 (125 MHz, CLKOS), h1=HPBX0100, h2=HPBX0200 (250 MHz, CLKOP)
#     function:  adc_cap=ADC capture pipeline, adc_enc=ADC encode clock output,
#                awg_dds=AWG DDS / waveform read, awg_wr=AWG EBR write, dac=DAC output register
#   Data nets:   <subsystem>_<noun>[_bit]
#     subsystem: adc, dac, awg, spi, trig, afe
#   Pad nets:    keep existing pad labels (ADC_D0A, DAC_CLK etc.) — confirmed in load.py from pin map
#
# COLUMNS
#   net         Internal net ID (nNNNN from prjtrellis extraction). Primary key for join to DB.
#   name        Canonical short name. Used in all report output instead of nNNNN.
#   type        clk | data | ctrl | pad | unknown
#   confidence  confirmed | inferred | speculative
#   freq_mhz    Clock frequency in MHz (clk type only), or blank
#   hpbx        HPBX spine (BRANCH_HPBX0000 / 0100 / 0200 / 0300), or blank
#   ff_count    Number of FFs clocked by this net (clk type only), or blank
#   notes       Free-form. For AI-generated entries: start with "AI:" and explain the reasoning chain.
#               For confirmed entries: cite the source (bitstream word, schematic ref, measurement).
#
# HOW TO ADD ENTRIES
#   1. Pick the right confidence level. When in doubt, use speculative.
#   2. Use the naming convention above.
#   3. Run ./scripts/rebuild to apply.
#   4. If analysis later confirms or refutes a speculative entry, update confidence and notes.
#
# WHAT NOT TO PUT HERE
#   - reg_rNcN_q[N] nets — auto-named by load.py from FF location, no value in duplicating
#   - pad_NN nets — auto-named from pin map
#   - Entries where confidence=speculative and notes is empty — write your reasoning or don't add it
#
# ─────────────────────────────────────────────────────────────────────────────────────────────────
# net	name	type	confidence	freq_mhz	hpbx	ff_count	notes
# ─────────────────────────────────────────────────────────────────────────────────────────────────

# ── Confirmed pad nets (from pin map + prjtrellis JQ/JA arcs) ─────────────────────────────────
n1699	spi_state_dec_1	ctrl	inferred				AI: CE for 8 FFs at r4c8 (clk_h2_adc_a_pipe), r5c9 (n1877/n1897), r5c10 (clk_h2_adc_wr_l). Driver = lut_r9c10_Ck0 init 0x0080 (COMBO4): n805 & n776 & n559 & !n780. n805=n557&!n40 (r2c7 state), n776=ebr_arm, n559=reg_r9c11_q[1], n780=NAND(n42,n43). Q = reg_r4c8_q[4], reg_r5c9_q[2/6], reg_r5c10_q[6]. State decode for "armed, phase 1". Inferred from one-hot pattern.
n1711	spi_state_dec_2	ctrl	inferred				AI: CE for 8 FFs at r7c1+r7c2 (clk_h2_spi_rd n1944, left-edge SPI shift register). Driver = lut_r9c11_Ck0 init 0x0010 (COMBO4): !n1712 & !n41 & n40 & !n38. n1712=NAND(n559,n1261), n41/n38=ghost/decode. Q = reg_r7c1_q[0..7], reg_r7c2_q[6/7]. Gates the SPI shift register left-edge output FFs for one serialiser phase. Inferred from one-hot state decode pattern.
n1714	spi_state_dec_3	ctrl	inferred				AI: Dual role — CE for 6 FFs at r9c10/r9c11 (clk_h2_spi_ser_a n2206) AND LSR for 4 FFs at r7c11+r7c13 (clk_h0_spi_ctrl_a n2201 + clk_h0_spi_rd_b n2219). Driver = lut_r9c12_Dk1 init 0x0800: n1713 & n559 & !n554 & n1261. Q of CE = reg_r9c10_q[2/4], reg_r9c11_q[4]. LSR clears reg_r7c11_q[4] and reg_r7c13_q[6]. Mixed CE+LSR decode for SPI phase 3 — enables SPI ser A state FFs while resetting ctrl/rd_b phase counter FFs. Inferred from mixed CE/LSR decode and one-hot pattern.
n1715	spi_state_dec_4	ctrl	inferred				AI: CE for 8 FFs at r4c7+r5c9 (clk_h2_adc_a_pipe n1877). Driver = lut_r9c13_Ak0 init 0x0200 (COMBO4): n776 & !n780 & !n559 & n805. Asserted when ebr_arm=1, !n780, n559=0, n805 active. Q = reg_r4c7_q[0/4], reg_r4c7_q[4..7], reg_r5c9_q[3..5]. ADC Ch A pipeline FFs in adc_a_pipe domain enabled for one burst-read phase. Inferred from one-hot LUT decode using arm/state signals.
n1719	spi_state_dec_5	ctrl	inferred				AI: CE for 8 FFs at r7c15 (clk_h2_adc_waddr n2223), r8c17/r8c18 (n2223 + clk_h2_dac_out n2247). Driver = lut_r9c13_Ck1 init 0x8000 (COMBO4): n281 & n559 & n776 & n1259. All four inputs must be high: n281=reg_r2c10_q[3], n559=reg_r9c11_q[1], n776=ebr_arm, n1259=NOR(n40,n41). Q = reg_r7c15_q[0], reg_r8c17_q[4], reg_r8c18_q[0/3]. Involves adc_waddr + dac_out domains — likely phase where AWG/ADC data is latched for output. All-high one-hot decode. Inferred.
n1724	spi_state_dec_6	ctrl	inferred				AI: CE for 8 FFs at r8c6/r8c7 (clk_h2_spi_ser_c n2198) and r9c3 (clk_h2_spi_ser_b n2188). Driver = lut_r9c14_Ck0 init 0x0800: n559 & n1721 & !n780 & n40. n1721=!n557&n776 (arm with r2c7_q[3] cleared). Q = reg_r8c6_q[4..7], reg_r8c7_q[0], reg_r9c3_q[0]. SPI ser B/C domain FFs for another burst phase. Inferred from one-hot decode pattern.
n774	spi_state_dec_7	ctrl	inferred				AI: CE for 8 FFs at r7c12 (clk_h2_spi_ser_a n2206), r9c12 (n2206), r9c17 (clk_h2_adc_waddr n2223). Driver = lut_r3c7_Bk0 init 0x2000: n775 & !n776 & n777 & n778. n775/n777=ghost (fanin=0), n776=ebr_arm, n778=reg_r9c8_q[4]. Q = reg_r7c12_q[0/1/6/7], reg_r9c12_q[6/7], reg_r9c17_q[0/1]. Ghost inputs n775/n777 are static selects — this state activates only when ghost bits have specific values (may never fire in normal operation if ghosts=0). SPI ser A + adc_waddr FFs. Inferred.
n779	spi_state_dec_8	ctrl	inferred				AI: CE for 8 FFs at r8c5 (clk_h2_spi_ser_b n2188) and r9c4 (n2188). Driver = lut_r3c7_Bk1 init 0x0010: !n775 & !n776 & n777 & !n780. n775/n777=ghost (fanin=0), n776=ebr_arm, n780=NAND(n42,n43). Q = reg_r8c5_q[2..7], reg_r9c4_q[6/7]. Companion to n774 — both use ghost nets n775/n777 as static selects. SPI ser B domain below-EBR FFs for burst read mode. Inferred.

# ── Ghost nets feeding below-EBR state machine ────────────────────────────────
# n274: fanin=0, drives 10 LUTs in ADC calibration/interleave zone (r2-4, c9-13).
# Used as 2:1 mux select: (n274&A) | (!n274&B) paired with n272=reg_r2c13_q[0].
n274	adc_cal_mux_sel	ctrl	speculative				AI: Ghost net (fanin=0, no pad). Drives 10 LUTs in ADC calibration zone r2-4 c9-13 as 2:1 mux select: (n274&A)|(!n274&B) paired with n272=reg_r2c13_q[0] for 4-way decode. BUF(n274) via lut_r2c9_Dk1 creates n273 (buffered copy). If EFB ghost = static config bit selecting ADC calibration path; if dynamic = calibration mode control. Speculative — ghost source ambiguous.
# n41: fanin=0, drives 9 LUTs at r9c10-r9c12/r10c12/r7c12 in state machine decode.
# Used alongside n40=reg_r2c7_q[2] and n38=NAND(n42,n43) in CE decode expressions.
# n42/n43 also fanin=0 → all are EFB ghost nets (SPI or JTAG hard IP outputs).
n41	spi_state_ghost_a	ctrl	speculative				AI: Ghost net (fanin=0, no pad, no fabric driver). Drives 9 LUTs at r9c10-c12/r10c12/r7c12 in below-EBR state machine decode alongside n40=reg_r2c7_q[2] and n38 (NAND of n42,n43 ghosts). Expressions: !n776&!n38&!n40&!n41 (n1696), !n1712&!n41&n40&!n38 (n1711), n559&n1713&!n554&n1261 (n1714). Ghost cluster n41/n42/n43 likely from EFB SPI slave controller (byte-valid, byte-done, or burst counter bits from hard IP invisible to arc extraction). Speculative.

# ── Auto-named LUT outputs (auto_name_luts.py) ─────────────────────────
n147	carry_r10c1_Ak1	ctrl	inferred				AI: Carry/adder function (init 0101100110011001). = (!a&!b)|(a&b&!c)|(!a&c&d)|(a&b&!d) — half-adder carry variant. Inputs: a=n148, b=reg_r7c4_q[0]
n150	carry_r10c1_Bk0	ctrl	inferred				AI: Carry/adder function (init 0011100110011001). = (!a&!b)|(a&b&!c)|(a&b&!d)|(!b&c&d) — half-adder carry variant. Inputs: a=reg_r7c4_q[1], b=n152
n153	carry_r10c1_Bk1	ctrl	inferred				AI: Carry/adder function (init 0011100110011001). = (!a&!b)|(a&b&!c)|(a&b&!d)|(!b&c&d) — half-adder carry variant. Inputs: a=n154, b=reg_r2c7_q[6]
n156	carry_r10c1_Ck0	ctrl	inferred				AI: Carry/adder function (init 0101100110011001). = (!a&!b)|(a&b&!c)|(!a&c&d)|(a&b&!d) — half-adder carry variant. Inputs: a=reg_r2c7_q[7], b=n158
n159	carry_r10c1_Ck1	ctrl	inferred				AI: Carry/adder function (init 0101100110011001). = (!a&!b)|(a&b&!c)|(!a&c&d)|(a&b&!d) — half-adder carry variant. Inputs: a=reg_r10c12_q[6], b=reg_r7c4_q[4]
n162	carry_r10c1_Dk0	ctrl	inferred				AI: Carry/adder function (init 0101100110011001). = (!a&!b)|(a&b&!c)|(!a&c&d)|(a&b&!d) — half-adder carry variant. Inputs: a=reg_r10c12_q[7], b=reg_r7c4_q[5]
n165	carry_r10c1_Dk1	ctrl	inferred				AI: Carry/adder function (init 0011100110011001). = (!a&!b)|(a&b&!c)|(a&b&!d)|(!b&c&d) — half-adder carry variant. Inputs: a=reg_r7c4_q[2], b=reg_r10c12_q[4]
n168	carry_r10c2_Ak0	ctrl	inferred				AI: Carry/adder function (init 0011100110011001). = (!a&!b)|(a&b&!c)|(a&b&!d)|(!b&c&d) — half-adder carry variant. Inputs: a=reg_r7c4_q[3], b=n170
n258	carry_r2c9_Ak0	ctrl	inferred				AI: Carry/adder function (init 0011100110011001). = (!a&!b)|(a&b&!c)|(a&b&!d)|(!b&c&d) — half-adder carry variant. Inputs: a=reg_r5c8_q[5], b=reg_r10c12_q[5]
n63	gray_cmp_r2c13_Ak1	ctrl	inferred				AI: 2-bit equality test (init 1000010000100001). = (a==b) & (c==d) with different bit ordering. Inputs: a=reg_r3c6_q[2], b=reg_r3c6_q[3], c=n322, d=n321
n349	gray_cmp_r2c15_Ck1	ctrl	inferred				AI: Gray-code comparator (init 1000001001000001). = XNOR(a,b) & XNOR(c,d): true when a==b and c==d. Inputs: a=n52, b=ADC_D0A, c=reg_r4c15_q[2], d=n348
n367	gray_cmp_r2c16_Dk1	ctrl	inferred				AI: Gray-code comparator (init 1000001001000001). = XNOR(a,b) & XNOR(c,d): true when a==b and c==d. Inputs: a=n368, b=reg_r5c14_q[2], c=n370, d=reg_r5c15_q[5]
n376	and4_r2c17_Bk1	ctrl	inferred				AI: 4-input AND (init 1000000000000000). Output high only when all four inputs high. Inputs: a=n377, b=reg_r2c19_q[3], c=reg_r2c20_q[0], d=reg_r2c20_q[1]
n453	carry_r2c4_Ak1	ctrl	inferred				AI: Carry/adder function (init 0101100110011001). = (!a&!b)|(a&b&!c)|(!a&c&d)|(a&b&!d) — half-adder carry variant. Inputs: a=reg_r2c1_q[1], b=reg_r2c3_q[7]
n455	carry_r2c4_Bk0	ctrl	inferred				AI: Carry/adder function (init 0011100110011001). = (!a&!b)|(a&b&!c)|(a&b&!d)|(!b&c&d) — half-adder carry variant. Inputs: a=n456, b=reg_r2c1_q[2]
n457	carry_r2c4_Bk1	ctrl	inferred				AI: Carry/adder function (init 0011100110011001). = (!a&!b)|(a&b&!c)|(a&b&!d)|(!b&c&d) — half-adder carry variant. Inputs: a=reg_r10c5_q[5], b=reg_r2c1_q[3]
n459	carry_r2c4_Ck0	ctrl	inferred				AI: Carry/adder function (init 0011100110011001). = (!a&!b)|(a&b&!c)|(a&b&!d)|(!b&c&d) — half-adder carry variant. Inputs: a=reg_r10c5_q[4], b=reg_r2c1_q[4]
n461	carry_r2c4_Ck1	ctrl	inferred				AI: Carry/adder function (init 0101100110011001). = (!a&!b)|(a&b&!c)|(!a&c&d)|(a&b&!d) — half-adder carry variant. Inputs: a=reg_r2c1_q[5], b=reg_r4c1_q[7]
n463	carry_r2c4_Dk0	ctrl	inferred				AI: Carry/adder function (init 0101100110011001). = (!a&!b)|(a&b&!c)|(!a&c&d)|(a&b&!d) — half-adder carry variant. Inputs: a=reg_r2c1_q[6], b=reg_r4c1_q[6]
n465	carry_r2c4_Dk1	ctrl	inferred				AI: Carry/adder function (init 0011100110011001). = (!a&!b)|(a&b&!c)|(a&b&!d)|(!b&c&d) — half-adder carry variant. Inputs: a=reg_r2c3_q[3], b=n467
n468	carry_r2c5_Ak0	ctrl	inferred				AI: Carry/adder function (init 0011100110011001). = (!a&!b)|(a&b&!c)|(a&b&!d)|(!b&c&d) — half-adder carry variant. Inputs: a=n469, b=n470
n471	carry_r2c5_Ak1	ctrl	inferred				AI: Carry/adder function (init 0011100110011001). = (!a&!b)|(a&b&!c)|(a&b&!d)|(!b&c&d) — half-adder carry variant. Inputs: a=reg_r7c2_q[7], b=reg_r2c2_q[1]
n473	carry_r2c5_Bk0	ctrl	inferred				AI: Carry/adder function (init 0011100110011001). = (!a&!b)|(a&b&!c)|(a&b&!d)|(!b&c&d) — half-adder carry variant. Inputs: a=n474, b=reg_r2c2_q[2]
n475	carry_r2c5_Bk1	ctrl	inferred				AI: Carry/adder function (init 0101100110011001). = (!a&!b)|(a&b&!c)|(!a&c&d)|(a&b&!d) — half-adder carry variant. Inputs: a=n476, b=reg_r3c2_q[3]
n478	carry_r2c5_Ck0	ctrl	inferred				AI: Carry/adder function (init 0011100110011001). = (!a&!b)|(a&b&!c)|(a&b&!d)|(!b&c&d) — half-adder carry variant. Inputs: a=n479, b=n480
n481	carry_r2c5_Ck1	ctrl	inferred				AI: Carry/adder function (init 0011100110011001). = (!a&!b)|(a&b&!c)|(a&b&!d)|(!b&c&d) — half-adder carry variant. Inputs: a=n482, b=reg_r2c2_q[5]
n483	carry_r2c5_Dk0	ctrl	inferred				AI: Carry/adder function (init 0011100110011001). = (!a&!b)|(a&b&!c)|(a&b&!d)|(!b&c&d) — half-adder carry variant. Inputs: a=reg_r10c6_q[4], b=reg_r2c2_q[6]
n485	carry_r2c5_Dk1	ctrl	inferred				AI: Carry/adder function (init 0011100110011001). = (!a&!b)|(a&b&!c)|(a&b&!d)|(!b&c&d) — half-adder carry variant. Inputs: a=reg_r2c6_q[3], b=reg_r2c2_q[7]
n487	carry_r2c6_Ak0	ctrl	inferred				AI: Carry/adder function (init 0101100110011001). = (!a&!b)|(a&b&!c)|(!a&c&d)|(a&b&!d) — half-adder carry variant. Inputs: a=reg_r2c3_q[0], b=reg_r2c6_q[2]
n505	carry_r2c8_Ak1	ctrl	inferred				AI: Carry/adder function (init 0011100110011001). = (!a&!b)|(a&b&!c)|(a&b&!d)|(!b&c&d) — half-adder carry variant. Inputs: a=reg_r8c8_q[2], b=reg_r3c1_q[6]
n508	carry_r2c8_Bk0	ctrl	inferred				AI: Carry/adder function (init 0101100110011001). = (!a&!b)|(a&b&!c)|(!a&c&d)|(a&b&!d) — half-adder carry variant. Inputs: a=n152, b=reg_r8c8_q[3]
n510	carry_r2c8_Bk1	ctrl	inferred				AI: Carry/adder function (init 0101100110011001). = (!a&!b)|(a&b&!c)|(!a&c&d)|(a&b&!d) — half-adder carry variant. Inputs: a=reg_r2c7_q[6], b=reg_r5c7_q[0]
n512	carry_r2c8_Ck0	ctrl	inferred				AI: Carry/adder function (init 0011100110011001). = (!a&!b)|(a&b&!c)|(a&b&!d)|(!b&c&d) — half-adder carry variant. Inputs: a=reg_r5c7_q[1], b=reg_r2c7_q[7]
n514	carry_r2c8_Ck1	ctrl	inferred				AI: Carry/adder function (init 0101100110011001). = (!a&!b)|(a&b&!c)|(!a&c&d)|(a&b&!d) — half-adder carry variant. Inputs: a=reg_r10c12_q[6], b=n515
n516	carry_r2c8_Dk0	ctrl	inferred				AI: Carry/adder function (init 0101100110011001). = (!a&!b)|(a&b&!c)|(!a&c&d)|(a&b&!d) — half-adder carry variant. Inputs: a=reg_r10c12_q[7], b=reg_r5c8_q[3]
n518	carry_r2c8_Dk1	ctrl	inferred				AI: Carry/adder function (init 0101100110011001). = (!a&!b)|(a&b&!c)|(!a&c&d)|(a&b&!d) — half-adder carry variant. Inputs: a=reg_r10c12_q[4], b=reg_r5c8_q[4]
n362	and4_r3c10_Bk1	ctrl	inferred				AI: 4-input AND (init 1000000000000000). Output high only when all four inputs high. Inputs: a=n543, b=n544, c=n544, d=n525
n598	or4_r3c14_Ak0	ctrl	inferred				AI: 4-input OR (init 1111111111111110). Output low only when all four inputs low. Inputs: a=reg_r4c11_q[7], b=reg_r2c10_q[7], c=reg_r3c11_q[6], d=n601
n610	gray_cmp_r3c14_Dk1	ctrl	inferred				AI: Gray-code comparator (init 1000001001000001). = XNOR(a,b) & XNOR(c,d): true when a==b and c==d. Inputs: a=n321, b=reg_r4c14_q[2], c=n322, d=reg_r4c20_q[0]
n616	and4_r3c15_Dk1	ctrl	inferred				AI: 4-input AND (init 1000000000000000). Output high only when all four inputs high. Inputs: a=reg_r3c20_q[0], b=n618, c=reg_r3c20_q[1], d=n620
n630	and4_r3c17_Ck1	ctrl	inferred				AI: 4-input AND (init 1000000000000000). Output high only when all four inputs high. Inputs: a=reg_r3c19_q[4], b=reg_r4c20_q[6], c=reg_r3c19_q[7], d=reg_r3c19_q[6]
n643	and4_r3c19_Bk0	ctrl	inferred				AI: 4-input AND (init 1000000000000000). Output high only when all four inputs high. Inputs: a=reg_r2c19_q[5], b=reg_r2c19_q[1], c=reg_r2c20_q[2], d=reg_r2c19_q[4]
n727	carry_r3c5_Ak1	ctrl	inferred				AI: Carry/adder function (init 0101100110011001). = (!a&!b)|(a&b&!c)|(!a&c&d)|(a&b&!d) — half-adder carry variant. Inputs: a=reg_r3c7_q[6], b=reg_r4c4_q[1]
n730	carry_r3c5_Bk0	ctrl	inferred				AI: Carry/adder function (init 0011100110011001). = (!a&!b)|(a&b&!c)|(a&b&!d)|(!b&c&d) — half-adder carry variant. Inputs: a=reg_r4c4_q[2], b=reg_r3c7_q[7]
n733	carry_r3c5_Bk1	ctrl	inferred				AI: Carry/adder function (init 0011100110011001). = (!a&!b)|(a&b&!c)|(a&b&!d)|(!b&c&d) — half-adder carry variant. Inputs: a=reg_r4c4_q[3], b=reg_r3c7_q[2]
n736	carry_r3c5_Ck0	ctrl	inferred				AI: Carry/adder function (init 0101100110011001). = (!a&!b)|(a&b&!c)|(!a&c&d)|(a&b&!d) — half-adder carry variant. Inputs: a=reg_r3c7_q[3], b=reg_r4c4_q[4]
n739	carry_r3c5_Ck1	ctrl	inferred				AI: Carry/adder function (init 0011100110011001). = (!a&!b)|(a&b&!c)|(a&b&!d)|(!b&c&d) — half-adder carry variant. Inputs: a=reg_r4c4_q[5], b=reg_r3c13_q[2]
n742	carry_r3c5_Dk0	ctrl	inferred				AI: Carry/adder function (init 0011100110011001). = (!a&!b)|(a&b&!c)|(a&b&!d)|(!b&c&d) — half-adder carry variant. Inputs: a=reg_r4c4_q[6], b=reg_r3c13_q[3]
n745	carry_r3c5_Dk1	ctrl	inferred				AI: Carry/adder function (init 0011100110011001). = (!a&!b)|(a&b&!c)|(a&b&!d)|(!b&c&d) — half-adder carry variant. Inputs: a=reg_r4c4_q[7], b=reg_r3c7_q[4]
n748	carry_r3c6_Ak0	ctrl	inferred				AI: Carry/adder function (init 0101100110011001). = (!a&!b)|(a&b&!c)|(!a&c&d)|(a&b&!d) — half-adder carry variant. Inputs: a=reg_r3c7_q[5], b=n750
n751	carry_r3c6_Ak1	ctrl	inferred				AI: Carry/adder function (init 0101100110011001). = (!a&!b)|(a&b&!c)|(!a&c&d)|(a&b&!d) — half-adder carry variant. Inputs: a=reg_r4c6_q[2], b=reg_r4c5_q[1]
n754	carry_r3c6_Bk0	ctrl	inferred				AI: Carry/adder function (init 0101100110011001). = (!a&!b)|(a&b&!c)|(!a&c&d)|(a&b&!d) — half-adder carry variant. Inputs: a=reg_r4c6_q[3], b=n756
n757	carry_r3c6_Bk1	ctrl	inferred				AI: Carry/adder function (init 0011100110011001). = (!a&!b)|(a&b&!c)|(a&b&!d)|(!b&c&d) — half-adder carry variant. Inputs: a=reg_r4c5_q[3], b=reg_r3c2_q[6]
n760	carry_r3c6_Ck0	ctrl	inferred				AI: Carry/adder function (init 0101100110011001). = (!a&!b)|(a&b&!c)|(!a&c&d)|(a&b&!d) — half-adder carry variant. Inputs: a=reg_r3c2_q[7], b=reg_r4c5_q[4]
n763	carry_r3c6_Ck1	ctrl	inferred				AI: Carry/adder function (init 0011100110011001). = (!a&!b)|(a&b&!c)|(a&b&!d)|(!b&c&d) — half-adder carry variant. Inputs: a=reg_r4c5_q[5], b=reg_r3c8_q[0]
n766	carry_r3c6_Dk0	ctrl	inferred				AI: Carry/adder function (init 0011100110011001). = (!a&!b)|(a&b&!c)|(a&b&!d)|(!b&c&d) — half-adder carry variant. Inputs: a=reg_r4c5_q[6], b=reg_r3c8_q[1]
n769	carry_r3c6_Dk1	ctrl	inferred				AI: Carry/adder function (init 0011100110011001). = (!a&!b)|(a&b&!c)|(a&b&!d)|(!b&c&d) — half-adder carry variant. Inputs: a=reg_r4c5_q[7], b=n515
n771	carry_r3c7_Ak0	ctrl	inferred				AI: Carry/adder function (init 0101100110011001). = (!a&!b)|(a&b&!c)|(!a&c&d)|(a&b&!d) — half-adder carry variant. Inputs: a=reg_r3c8_q[7], b=n773
n844	gray_cmp_r4c12_Ak1	ctrl	inferred				AI: 2-bit equality test (init 1000010000100001). = (a==b) & (c==d) with different bit ordering. Inputs: a=reg_r5c14_q[1], b=n26, c=n25, d=reg_r5c14_q[0]
n866	gray_cmp_r4c14_Dk1	ctrl	inferred				AI: Gray-code comparator (init 1000001001000001). = XNOR(a,b) & XNOR(c,d): true when a==b and c==d. Inputs: a=reg_r5c15_q[0], b=n865, c=reg_r2c14_q[6], d=n867
n904	gray_cmp_r4c17_Dk1	ctrl	inferred				AI: 2-bit equality test (init 1000010000100001). = (a==b) & (c==d) with different bit ordering. Inputs: a=reg_r3c16_q[2], b=reg_r5c14_q[5], c=n368, d=n370
n1014	carry_r5c9_Ak0	ctrl	inferred				AI: Carry/adder function (init 0101100110011001). = (!a&!b)|(a&b&!c)|(!a&c&d)|(a&b&!d) — half-adder carry variant. Inputs: a=reg_r4c8_q[5], b=n773
n1061	or4_r5c12_Ck1	ctrl	inferred				AI: 4-input OR (init 1111111111111110). Output low only when all four inputs low. Inputs: a=reg_r2c15_q[0], b=reg_r5c10_q[4], c=reg_r2c9_q[4], d=reg_r8c15_q[0]
n601	or4_r5c13_Ck1	ctrl	inferred				AI: 4-input OR (init 1111111111111110). Output low only when all four inputs low. Inputs: a=reg_r2c10_q[2], b=n1077, c=reg_r4c10_q[2], d=reg_r4c10_q[3]
n690	adc_ddr_r5c1_Bk0	data	inferred				AI: DDR deserialiser LUT (init 0111100010001000). Computes (a&b&!c)|(b&a&!d)|(!b&c&d)|(!a&c&d). B=ADC_ENCB selects between two half-cycle data sources. Inputs: a=n1146, b=ADC_ENCB, c=reg_r2c12_q[7], d=reg_r4c1_q[3]
n693	adc_ddr_r5c1_Bk1	data	inferred				AI: DDR deserialiser LUT (init 0111100010001000). Computes (a&b&!c)|(b&a&!d)|(!b&c&d)|(!a&c&d). B=ADC_ENCB selects between two half-cycle data sources. Inputs: a=n1149, b=ADC_ENCB, c=reg_r7c3_q[1], d=reg_r4c1_q[3]
n696	adc_ddr_r5c1_Ck0	data	inferred				AI: DDR deserialiser LUT (init 0111100010001000). Computes (a&b&!c)|(b&a&!d)|(!b&c&d)|(!a&c&d). B=ADC_ENCB selects between two half-cycle data sources. Inputs: a=n1151, b=ADC_ENCB, c=reg_r7c3_q[2], d=reg_r4c1_q[3]
n699	adc_ddr_r5c1_Ck1	data	inferred				AI: DDR deserialiser LUT (init 0111100010001000). Computes (a&b&!c)|(b&a&!d)|(!b&c&d)|(!a&c&d). B=ADC_ENCB selects between two half-cycle data sources. Inputs: a=n1153, b=ADC_ENCB, c=reg_r7c3_q[3], d=reg_r4c1_q[3]
n703	adc_ddr_r5c1_Dk0	data	inferred				AI: DDR deserialiser LUT (init 0111100010001000). Computes (a&b&!c)|(b&a&!d)|(!b&c&d)|(!a&c&d). B=ADC_ENCB selects between two half-cycle data sources. Inputs: a=n1155, b=ADC_ENCB, c=reg_r7c3_q[6], d=n1157
n706	adc_ddr_r5c1_Dk1	data	inferred				AI: DDR deserialiser LUT (init 0111100010001000). Computes (a&b&!c)|(b&a&!d)|(!b&c&d)|(!a&c&d). B=ADC_ENCB selects between two half-cycle data sources. Inputs: a=n1158, b=ADC_ENCB, c=reg_r7c3_q[7], d=n1157
n709	adc_ddr_r5c2_Ak0	data	inferred				AI: DDR deserialiser LUT (init 0111100010001000). Computes (a&b&!c)|(b&a&!d)|(!b&c&d)|(!a&c&d). B=ADC_ENCB selects between two half-cycle data sources. Inputs: a=n1160, b=ADC_ENCB, c=reg_r8c10_q[1], d=reg_r4c1_q[3]
n712	adc_ddr_r5c2_Ak1	data	inferred				AI: DDR deserialiser LUT (init 0111100010001000). Computes (a&b&!c)|(b&a&!d)|(!b&c&d)|(!a&c&d). B=ADC_ENCB selects between two half-cycle data sources. Inputs: a=n1162, b=ADC_ENCB, c=n1163, d=reg_r4c1_q[3]
n714	adc_ddr_r5c2_Bk0	data	inferred				AI: DDR deserialiser LUT (init 0111100010001000). Computes (a&b&!c)|(b&a&!d)|(!b&c&d)|(!a&c&d). B=ADC_ENCB selects between two half-cycle data sources. Inputs: a=n1164, b=ADC_ENCB, c=reg_r7c7_q[1], d=reg_r4c1_q[3]
n717	adc_ddr_r5c2_Bk1	data	inferred				AI: DDR deserialiser LUT (init 0111100010001000). Computes (a&b&!c)|(b&a&!d)|(!b&c&d)|(!a&c&d). B=ADC_ENCB selects between two half-cycle data sources. Inputs: a=n1166, b=ADC_ENCB, c=reg_r7c4_q[7], d=reg_r4c1_q[3]
n720	adc_ddr_r5c2_Ck0	data	inferred				AI: DDR deserialiser LUT (init 0111100010001000). Computes (a&b&!c)|(b&a&!d)|(!b&c&d)|(!a&c&d). B=ADC_ENCB selects between two half-cycle data sources. Inputs: a=n1168, b=ADC_ENCB, c=n996, d=ADC_ENCB
n723	lut_0111_r5c2_Ck1	data	inferred				AI: DDR deserialiser LUT (init 0111100010001000). Computes (a&b&!c)|(b&a&!d)|(!b&c&d)|(!a&c&d). B=ADC_ENCB selects between two half-cycle data sources. Inputs: a=n1169, b=reg_r7c2_q[1], d=reg_r4c1_q[3]
n1174	lut_0111_r5c3_Bk0	data	inferred				AI: DDR deserialiser LUT (init 0111100010001000). Computes (a&b&!c)|(b&a&!d)|(!b&c&d)|(!a&c&d). B=ADC_ENCB selects between two half-cycle data sources. Inputs: a=reg_r7c3_q[5], b=reg_r4c4_q[0], c=reg_r2c12_q[7], d=reg_r4c6_q[1]
n688	lut_0111_r5c3_Bk1	data	inferred				AI: DDR deserialiser LUT (init 0111100010001000). Computes (a&b&!c)|(b&a&!d)|(!b&c&d)|(!a&c&d). B=ADC_ENCB selects between two half-cycle data sources. Inputs: a=reg_r2c12_q[7], b=reg_r4c4_q[0], c=reg_r7c3_q[1], d=reg_r4c6_q[1]
